filename,directory,status,has_agent,has_patient_content,speaker_count,reason
2024-03-27T15_02_31Zcallfb3b4f06-2244-44a9-8ab2-f867dab03c24.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_03_12Zcall9f3c6ae4-b1f6-4d4b-a16f-7e127ada55cb.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T15_05_53Zcalld7fdeeb5-389b-454a-9e1f-b4ead86785a4.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_06_39Zcallfd272602-5a24-4350-9b92-e105168b9e2c.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_07_35Zcall46e66ddb-8704-4b07-88eb-97477e984d3b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_08_24Zcall4f9c4c9b-3f40-4634-8e50-ad83c1463802.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_14_37Zcall90832659-c400-4b8c-955e-be532d3aded6.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_15_08Zcall7eb0f1ac-ad6f-4844-a82d-98d26b4a0ff5.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_16_22Zcall98e7fd0b-aa40-4b45-b1fa-d4c28ce92b0b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_17_18Zcall3571047e-6dac-4f60-8393-0ba1bbeebe93.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_29_51Zcall97254477-30d5-498a-8811-b3a1de555298.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_30_41Zcall90ffdcbd-de7e-4505-9ad8-edf681420353.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_32_01Zcalldc994903-d3a4-4aa3-8088-3b96ec227807.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_32_50Zcallad94c7ae-2b35-4047-82b1-920f83b2a13d.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_34_22Zcall0e0464d8-d61e-4983-a7e7-b6756335c923.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T15_43_29Zcall947095fa-2c69-4325-b56a-07505c6ba094.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_44_09Zcall4ccd5351-cf4c-48b8-91df-54fb5f5b097b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_51_33Zcallb33f17e6-a0bf-44f7-a497-ae086770ee41.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T15_53_42Zcalle5cc6171-29c3-422b-902b-fd45f67f2677.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_02_37Zcall1f3ad4fc-90a2-45a1-bd06-1df329c4e53e.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_03_48Zcallf443c6dd-a3ac-4e17-bd88-ea966c8341f7.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_06_45Zcall0581b2e8-1108-47dd-8e83-fb7d8d7abb65.json,27,NO_PATIENT,False,False,1,No patient content
2024-03-27T16_08_03Zcalle3d0d7f7-361b-4821-b9bd-59d7a5960b12.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T16_08_51Zcall900a2c7d-44a3-4b65-9936-79967984e0d6.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_16_33Zcall569241a8-07dc-476b-9445-e8e247eaa0ed.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_17_50Zcallc6c95588-132f-4968-bf4f-935e576d91fa.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_23_13Zcall1dd6fd97-f395-41fd-bf1d-41fcea33093d.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_23_49Zcallaa66e78d-3a6f-45be-9b90-4cc9c9cc7c6f.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_24_16Zcallb108edc0-c2f2-4461-bb38-e6a483bcde12.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_25_15Zcallf7aab97b-6f4f-4312-aa47-46cf3570f37f.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_25_43Zcalle17905cd-e4dd-486f-82bf-bb1187c265ee.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T16_28_12Zcallfdcbe9b1-645f-4bd9-8f7b-10d2328428c9.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_28_54Zcall8a324685-44f4-4067-b58c-8b7d728c2690.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_29_52Zcall2669f921-2a8e-4f1c-aa64-b38756bb5662.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_31_03Zcall79957490-bdd1-4f01-aebb-cb15ba9194a2.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_38_21Zcall9dd709c7-84d7-4987-97ec-22974f964112.json,27,HAS_PATIENT,False,True,2,Two speakers + conversational
2024-03-27T16_39_07Zcall3c83ac5a-dde9-4ae0-99b7-eed9e0b63263.json,27,HAS_PATIENT,False,True,2,Two speakers + conversational
2024-03-27T16_42_45Zcall6b638fa9-bea9-4a95-8da5-5113e3b250fa.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T16_43_29Zcallc6e3d6b3-30b5-4152-9020-6e2c36c63792.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_16_48Zcalle9923ae5-cdcf-43be-af13-cce7be30ba24.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T17_18_50Zcall60cc46f6-8f9e-43dc-8f2c-280f42e55e1b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_19_27Zcalldce7d0e9-54d4-4ede-b2b0-558a1787980a.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_28_09Zcall48c416d3-ccab-4c18-bb6e-bfd865babc9f.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T17_32_36Zcallac86b325-00ae-4b69-9365-55e587dd556a.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_33_22Zcall7537f3b7-32a2-4231-a7c3-9baa046ad294.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_33_27Zcallc6d248b6-6980-451c-bf43-8f75131f9cc9.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T17_34_12Zcall2612098a-4d89-4bad-90a7-3b4453948289.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_40_17Zcalld23ec2ac-513c-4bff-a2ee-40de99400659.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_41_02Zcall8c488c65-89d8-4dc7-81d8-a157dc429efe.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T17_57_35Zcall08147d49-39ce-4ca4-ab2e-2ad5841c5d30.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T17_58_17Zcallf0f96caa-a56f-45c2-b77c-0c8a59ae836b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_15_56Zcall0cc0205a-5e93-4195-9843-a0e2cc3194f4.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_16_43Zcalla21916da-ed3f-4a77-984d-a8df11a307b1.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_19_04Zcallc8320061-9a94-4ed1-9a30-38be32defb18.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T18_19_50Zcallefae112e-bfd5-4fcd-a799-5ed5812fa52f.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T18_20_46Zcall20080127-4a77-4de1-b35b-f859c9fda933.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T18_22_10Zcallb00f1304-9cbd-4a78-b8c2-39c831864ee1.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T18_32_24Zcall39765dda-4348-484b-a8ae-7b56a9370622.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_33_01Zcall655bb108-a330-498a-a8fd-7b674292afb5.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T18_33_06Zcalld2dddf15-71ba-487d-b4bb-ec20aaf229b1.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T18_36_56Zcall3772a956-4bee-4a30-be9d-b1255fce97ca.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_37_36Zcall90dce4cf-19c0-4df2-bdea-021e1d8e4958.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_42_53Zcallea54af33-068f-427b-9880-3b993744c105.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_43_40Zcalld4665d1d-e8e9-4a1f-9cbb-a0e30240ef6e.json,27,NO_PATIENT,False,True,1,No patient content
2024-03-27T18_52_20Zcall76564dc5-975e-44b8-88fe-f8fedf17c8f6.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T18_53_35Zcall36a397d2-d571-41fd-8247-e5e44883bb4c.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T19_31_34Zcall458c2c0c-2105-4b99-98d2-2f7e91d21105.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T19_32_16Zcall98e62297-8a59-4ca0-b99a-61021132029b.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T19_57_32Zcall36722bd7-f5ee-4aa4-bbd5-1f13165070e2.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T19_58_15Zcall66837e3f-bac1-4c95-a0ce-e0dabcc8f849.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T19_59_12Zcallb42b23f0-c7d9-46e4-9a09-5af96615bc02.json,27,NO_PATIENT,False,False,1,No patient content
2024-03-27T20_03_49Zcall5d2ee8e7-e103-4255-9c43-aedea7741a9b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_04_27Zcalleb0ecb06-4bb3-4e39-b57d-e97a68339491.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_10_07Zcallc80fb385-1f13-4fcd-9a5e-e4945265c976.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T20_11_09Zcall78ba9cc4-91a8-494a-a2cc-91bbf235a3a6.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T20_25_42Zcall84658259-3997-46ea-8a54-e8eb8c801901.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_26_07Zcall5cc5c1b2-7266-4dce-b5ff-f3720a839b9f.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_26_26Zcall4bb7f37c-f4b4-4aea-b012-4cf3fbc36066.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_27_26Zcall0160d38a-38e4-4aa4-8df9-504ce25f9312.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_27_52Zcallc8b7a4d3-d562-4b5e-ab6c-63d2ff0271a7.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T20_29_49Zcall9a348f44-a995-4218-8103-a9f56d657e22.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T20_36_27Zcall7c7debd8-664d-48a9-a44e-627fd6bf59a6.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_37_15Zcall255b9970-5f68-4cc1-8a10-58628a1ed67a.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_49_16Zcalld77b60e5-f454-432a-88ea-e00c527ac749.json,27,NO_PATIENT,False,False,1,No patient content
2024-03-27T20_49_55Zcall078228f1-e4f1-4690-b7d2-adba41f040fe.json,27,HAS_PATIENT,False,True,2,Two speakers + conversational
2024-03-27T20_50_00Zcall0c91a064-651a-46bd-8a6d-9d0bd785c645.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_50_33Zcalle87b9e1a-5760-4608-8e4a-becf402cabb0.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_50_39Zcallec3d23df-1130-44ab-b1fb-6e9a1c0af026.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T20_51_09Zcalldbdfd343-e6c5-42d5-9734-9959b3aebd41.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T20_51_14Zcalle3a45c15-346e-46ee-890f-41bf360bff03.json,27,NO_PATIENT,False,False,1,No patient content
2024-03-27T20_53_55Zcalle16b85db-a261-4b85-a331-97d2751ef253.json,27,NO_PATIENT,False,False,2,No patient content
2024-03-27T20_55_07Zcallc2dbb5b2-a1fc-4805-89fc-117c055f8b13.json,27,NO_PATIENT,False,False,1,No patient content
2024-03-27T21_02_40Zcalld98eb93f-2717-44f5-9697-69fb4d1a5fc8.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_03_14Zcalld993bf43-24da-466b-ae9e-46248f98cd3b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_03_21Zcallfaf8cec7-b46b-46aa-8ae1-7dd51861451c.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_03_50Zcall1554361c-cdee-4b03-81a1-54fab57c2660.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_06_38Zcall5b6e384f-50df-48e8-9f8a-9d71e3a5cc36.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T21_07_14Zcall3eab44dd-e407-48c5-9460-39ed246fb416.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T21_12_35Zcall8064c0f9-b530-426e-8c40-9967cf22c665.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_13_24Zcalla1a3c5f0-e5bf-4bd0-ab3e-92a558b104cc.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_19_36Zcall39174a53-a2ef-45f5-88aa-db4a2602573d.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_20_11Zcallcdf609cb-254d-4120-9e22-ea6c4a0981e9.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_26_48Zcalldefce9bd-404e-4ced-9195-0998d2bf1ecb.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_27_01Zcall70d57711-df08-4f02-8337-84bbc91c364f.json,27,ERROR,False,False,0,Error: 'NoneType' object has no attribute 'get'
2024-03-27T21_27_32Zcallf1e4ccb7-f506-4d56-a433-f09dcbad6cc1.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_28_25Zcallf57fb034-63ba-4aa2-8743-cee70aa15215.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_29_05Zcall52080d15-8102-47bf-a4de-d44b369209a3.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_37_42Zcall70fd3b41-37c8-4cff-81c0-4d33c64db05b.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_38_32Zcallb30d6f00-ac0a-4600-94cc-f4846e81ad1d.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_49_51Zcall09451ebf-bbcd-4a1b-95ce-b605c615aa08.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_50_27Zcallae6e70a4-1773-41d9-908b-8719f639d4c0.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_53_47Zcall2806ecb4-d389-4a7e-a5f5-aef129bb55cc.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_54_47Zcalldf735110-3b37-4a87-a94b-9b4ee680d3ed.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_55_10Zcall01df8aae-f060-47a0-9d19-33e54c275b77.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T21_56_01Zcall84fb9a7b-e756-4ed3-b565-81a44b09ca0b.json,27,HAS_PATIENT,True,False,2,Two speakers + conversational
2024-03-27T22_01_41Zcall4c0e99e0-fcae-4060-8759-1ca7b86d05b2.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T22_02_26Zcall720b44d9-8458-48b0-b929-cfb0675c20c3.json,27,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-27T22_10_16Zcalla0cd9ced-d769-44bc-bd9d-fe5ce0b3aa49.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T22_10_47Zcall2e64a50f-3014-4e21-93b0-3f6f5afb3d1c.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T22_12_54Zcallaedc204f-bdd5-4c79-98d9-67a6ed451dc8.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T22_13_33Zcallcdd6d72d-32f5-494b-a391-d44900ec0708.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T22_46_29Zcall276bb01c-2773-424d-a552-1804c94bfc8a.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T22_47_10Zcalld1a82306-2971-44fb-a216-0bfeca5036d0.json,27,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-27T22_56_59Zcalld104b9a9-bd56-43f2-80f5-41e0dfcea927.json,27,NO_PATIENT,False,False,1,No patient content
2024-03-21T14_07_15Zcalld23bf55a-4267-4c08-b514-069e6a722a15.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T14_08_11Zcall4ab69f3f-a118-40c6-b342-ee1ca8190272.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T14_26_15Zcallf09309b9-302c-4dc5-af57-9911d0d20d6c.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T14_38_01Zcall9e5850f1-26f1-459f-9c00-52e769f3126a.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T14_42_00Zcall9e7eb980-3544-41c1-87d1-74518d9c2357.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T15_03_18Zcallf435ad93-ba77-4bdc-ac42-314e928da67a.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_03_53Zcall0643d832-68fb-4193-a7f3-60f3f25e8a27.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_05_02Zcall51035ac3-6c91-4b22-99cd-55804f4e059f.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_06_59Zcalldbab1557-a077-4b41-a05e-5c40d96012e6.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_07_16Zcall7272af3e-d7b2-4579-a213-a159a296b167.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_08_30Zcall5f6176a7-31b9-4e7c-8330-00455938023c.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_09_13Zcall3bd650e4-1d0c-4277-8b2e-fdd7e59d8b8f.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T15_09_47Zcall2ae2555e-5d43-439c-8274-d61b3ad94f53.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T15_17_21Zcalled52176f-2609-4f9d-aa5b-ec6fff77666e.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T15_18_02Zcallaae273a0-6a81-400c-9d29-c18253ac9d94.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_27_37Zcall27dbdd2c-1cc9-4976-b220-e12740e9172e.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_27_53Zcall573cdfd3-c874-43b5-bcc1-4f1eaa88db58.json,21,HAS_PATIENT,False,True,2,Two speakers + conversational
2024-03-21T15_34_35Zcall3b8c3064-53d9-44c2-b9a8-2dd17d4e0ead.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_34_59Zcalla7001fd5-9997-4bbf-9292-d6ae70854d75.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_35_43Zcall20bc91b1-6cc9-4eab-ab62-1a0079cd3a44.json,21,NO_PATIENT,False,False,2,IVR-only markers
2024-03-21T15_37_09Zcall96da1e0e-b643-422b-af4a-c300fff387e1.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_38_03Zcall217d356b-f423-487f-966f-b4b8712faea9.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_42_57Zcall56aebecc-e9b9-4ede-8bb7-ffbaab4b8976.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_43_33Zcalle0280838-0a1d-4599-9263-cbc48ed2bc73.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_45_13Zcall6d399b34-2cab-4cda-a730-cd118cf80b31.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_45_35Zcall3a24e336-2b44-45d6-b733-24d5bfb76942.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_46_29Zcall621cee23-af28-44a5-9df4-ae5e7d7f6c4b.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_51_59Zcallba352549-2f24-4c94-baa0-d4e0b5e41fdd.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_53_06Zcall79cb8594-8e36-4dd1-a0a3-5d31e06b74f5.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T15_54_45Zcall1aa9faf2-1d0c-4bf8-88bb-67180c30538a.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T15_55_18Zcall8eb5b4cc-1c0a-4aa2-a6a7-749d38087f38.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_01_37Zcall4e890f79-ef37-4c13-9bd7-b227864702d3.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T16_03_25Zcall3ecf6f32-0b43-4be7-b03f-a7c05896776c.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T16_05_38Zcall9b130952-e0fc-406c-83b0-5ceed2c47e7b.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_06_09Zcall2e6ded3e-0e40-4cd2-a44b-162ab68cee27.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T16_10_38Zcallf91d2ad4-35cc-453b-bcea-6250450dba32.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T16_11_10Zcall42d9eee8-ace7-4889-8275-e1a4588410d9.json,21,HAS_PATIENT,True,True,1,Agent + patient content
2024-03-21T16_13_02Zcall4b079398-31b5-4078-9bdc-b39486713c1a.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_13_09Zcall2e02afe3-d10f-41c0-b0ec-6c1df38d4249.json,21,NO_PATIENT,True,False,2,No patient content
2024-03-21T16_14_35Zcalla664c4ec-bec5-410a-83e8-9afb1abe2a03.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_18_07Zcallbcec6f52-b116-4942-a13a-ac27795603ff.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_18_39Zcall2e73f0e5-c351-4b82-a9f1-bd5daad6e6d3.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_20_57Zcall982c6326-90f8-48cf-9395-5b460854ec5a.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T16_22_52Zcall36c5b470-3c4a-4d3e-b2f2-7952a38c4b56.json,21,HAS_PATIENT,True,False,2,Two speakers + conversational
2024-03-21T16_23_30Zcalle51d6794-f2e4-4115-b713-31f1d7635f93.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T16_23_58Zcall91354f78-770b-47a0-921f-8782c81e98c9.json,21,NO_PATIENT,False,False,2,No patient content
2024-03-21T16_32_13Zcall91535ed0-2cf9-4fb2-98f8-9b6d18eb82a9.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_32_49Zcall3d7f367d-b465-4026-9a67-bc8e2f4f27b3.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_57_40Zcall04cc44df-e8e2-4a2f-a721-bdb0627fc321.json,21,HAS_PATIENT,True,True,2,Agent + patient content
2024-03-21T16_57_55Zcalld6829bde-c496-4793-884e-3937970a97b6.json,21,NO_PATIENT,True,False,1,No patient content
2024-03-21T16_57_59Zcallac1926c6-7622-4a0c-adcd-89f1f37e3311.json,21,HAS_PATIENT,False,True,2,Two speakers + conversational
2024-03-21T17_06_42Zcall8c9c1d3a-424b-49e9-a262-f75aa896750f.json,21,NO_PATIENT,True,False,2,No patient content
